name,photo_light,light_type,lighting,background_type,image_sharpness,background_sharpness,view,object_view,multiplicity,object_shot,light_source,environment_busyness,environment,water,sky,object_background,stands_on,structures,natural_environment,,location,time,weather,object_property_1,object_property_2,object_property_3,object_property_4,object_property_5,activity,action,age,age_of_living,airplane_type,bicycle_type,bird_type,boat_type,bottle_type,bus_type,car_type,chair_type,motorbike_type,plant_type,train_type,monitor_type,human_emotion
2008_010016,normal,natural,uniform,artificial,sharp,sharp,detail,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,computer/flat,
2008_010073,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,full,diffuse,vacant,grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,laying,,,child,,,,,,,,,,,,,
2008_010075,normal,natural,uniform,artificial,sharp,sharp,close,side/front,multiple,full,diffuse,vacant,,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,long_trip,,,,,,,
2008_010080,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,,no,,similar,,,,,inside,day,,has_legs,soft,fuzzy,,multi_color,standing,,,middle,,,,,,,,,,,,,
2008_010107,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,busy,,no,,different,,,,,inside,day,,,soft,fuzzy,,single_color,standing,,contemporary,,,,,,,,,armchair,,,,,
2008_010123,normal,natural,uniform,natural,sharp,sharp,close,side,single,full,diffuse,vacant,,no,blue,different,,,,,outside,day,clear,has_legs,soft,,has_feathers,multi_color,standing,,,middle,,,wild,,,,,,,,,,
2008_010149,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,fuzzy,,multi_color,standing,,contemporary,,,,,,,,,,,,,,
2008_010182,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,,no,gray,different,,,,,inside,day,,has_legs,soft,fuzzy,has_fur,multi_color,sitting,,,middle,,,,,,,,,,,,,
2008_010213,normal,natural,uniform,artificial,sharp,sharp,detail,side/front,single,partial,diffuse,vacant,,no,,different,,,,,outside,day,clear,,soft,,has_hair,multi_color,laying,leisure,,child,,,,,,,,,,,,,sad
2008_010215,normal,artificial,uniform,artificial,sharp,sharp,close,front,multiple,partial,point,vacant,,no,,different,,,,,inside,,,,soft,,has_hair,multi_color,,,,middle,,,,,,,,,,,,,fearful
2008_010233,normal,artificial,uniform,natural,sharp,fuzzy,close,front,single,partial,diffuse,vacant,trees,no,blue/gray,different,,,wilderness,,outside,evening,clear,,soft,,has_hair,multi_color,,leisure,,middle,,,,,,,,,,,,,happy
2008_010234,normal,artificial,uniform,artificial,sharp,sharp,close,front,multiple,partial,diffuse,vacant,,no,,different,,,,,inside,,,,soft,,has_hair,multi_color,,leisure,,middle,,,,,,,,,,,,,happy
2008_010239,normal,natural,uniform,artificial,sharp,sharp,detail,side/front,single,partial,diffuse,vacant,,no,,different,,,,,outside,day,clear,,soft,fuzzy,has_fur,multi_color,,leisure,,middle,,,,,,,,,,,,,
2008_010270,normal,natural,uniform,artificial,sharp,sharp,close,side/front,multiple,full,diffuse,busy,,no,,different,,,,,inside,day,,has_legs,soft,,has_hair,multi_color,sitting/reading,leisure,,child,,,,,,,,,,,,,neutral
2008_010271,normal,artificial,uniform,artificial,sharp,fuzzy,close,front,single,partial,point,vacant,,no,dark,different,,,,,inside,night,clear,,soft,,has_hair,multi_color,,,,middle,,,,,,,,,,,,,happy
2008_010345,normal,natural,shadows,natural,sharp,sharp,close,side/front,single,full,diffuse,vacant,trees/bushes,no,,different,,,,,inside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,sitting,leisure,,middle,,,,,,,,,,,,,
2008_010359,normal,natural,uniform,artificial,sharp,sharp,detail,side/front,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,,has_hair,multi_color,,,,middle,,,,,,,,,,,,,happy
2008_010391,normal,natural,uniform,artificial,sharp,sharp,close,front,multiple,full,diffuse,vacant,,no,,different,,,,,inside,day,,,,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,flower,,,
2008_010401,normal,artificial,uniform,artificial,sharp,sharp,detail,side,single,partial,diffuse,vacant,,no,,different,,,,,inside,,,,soft,fuzzy,has_fur,multi_color,laying,leisure,,middle,,,,,,,,,,,,,
2008_010464,normal,natural,uniform,artificial,sharp,sharp,close,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,fuzzy,has_fur,single_color,sitting,,,middle,,,,,,,,,,,,,
2008_010469,normal,natural,uniform,artificial,sharp,sharp,far,back,single,full,diffuse,vacant,buildings,no,,different,road,rural/single_building,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,riding,,,middle,,,,,,,,,,,,,
2008_010474,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,buildings,no,,different,road,rural/single_building,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,sitting,leisure,,young,,,,,,,,,,,,,neutral
2008_010501,normal,natural,shadows,natural,sharp,sharp,close,side/back,single,partial,diffuse,vacant,,yes,,different,,,,,outside,day,clear,,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,sedan,,,,,,
2008_010510,normal,natural,shadows,natural,sharp,sharp,middle,front,single,full,diffuse,vacant,,yes,blue,different,water,,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,standing/sailing/playing,sport/leisure,,middle,,,,,,,,,,,,,neutral
2008_010533,normal,natural,shadows,natural,sharp,fuzzy,detail,side,single,full,diffuse,vacant,,no,blue,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_feathers,multi_color,standing,,,middle,,,wild,,,,,,,,,,
2008_010573,normal,natural,uniform,artificial,sharp,sharp,close,side/front/top,single,partial,diffuse,busy,,no,,different,,,,,inside,day,,has_legs,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,,,
2008_010589,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,,,
2008_010602,normal,natural,shadows,natural,sharp,fuzzy,detail,side,single,partial,diffuse,vacant,,no,gray,different,natural,,,,outside,day,clear,,soft,fuzzy,has_fur,multi_color,,,,middle,,,,,,,,,,,,,
2008_010630,normal,natural,uniform,artificial,fuzzy,sharp,middle,back,single,full,diffuse,vacant,buildings/grass,no,,different,natural,rural/single_building,,,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,walking,,,middle,,,,,,,,,,,,,
2008_010657,normal,natural,uniform,natural,sharp,fuzzy,close,side/front,single,full,diffuse,vacant,trees,no,gray,different,train_tracks,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,diesel,,
2008_010661,normal,artificial,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,busy,,no,,different,,,,,inside,,,has_legs,soft,,has_hair,multi_color,playing/laying,leisure,,middle,,,,,,,,,,,,,happy
2008_010662,normal,natural,uniform,artificial,sharp,sharp,close,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,,has_hair,multi_color,sitting,,,child,,,,,,,,,,,,,happy
2008_010666,normal,natural,uniform,,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,different,natural,,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,walking,,,child,,,,,,,,,,,,,neutral
2008_010673,normal,artificial,uniform,artificial,sharp,sharp,middle,side/front,multiple,full,diffuse,busy,,no,,different,,,,,inside,night,,has_legs,soft,,has_hair,multi_color,sitting/laying,leisure,,middle,,,,,,,,,,,,,neutral
2008_010700,normal,natural,uniform,natural,sharp,sharp,close,side/front/top,single,full,diffuse,vacant,,no,,different,natural,,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,,sport,,middle,,,,,,,,,,,,,disgusted
2008_010725,normal,natural,shadows,natural,sharp,fuzzy,middle,back,single,full,diffuse,busy,,no,gray,different,,,,,outside,day,clear,has_legs,soft,,,multi_color,sitting,leisure,,middle,,,,,,,,,,,,,
2008_010731,normal,natural,uniform,artificial,sharp,sharp,close,front,single,full,diffuse,busy,,no,,different,,,,,inside,day,,has_legs,soft,,,multi_color,laying,,,child,,,,,,,,,,,,,angry
2008_010763,normal,natural,shadows,,sharp,,detail,front/top,single,partial,diffuse,busy,,no,,,,,,,inside,day,,,hard,,,single_color,,,contemporary,,,,,,,,,,,,,,
2008_010782,normal,natural,uniform,artificial,sharp,sharp,detail,front,single,partial,diffuse,vacant,buildings,no,blue,different,road,urban,,,outside,evening,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,,,travel,,,,
2008_010795,normal,artificial,uniform,artificial,sharp,sharp,close,side/front,multiple,partial,diffuse,vacant,,no,,different,,,,,inside,,,,soft,,has_hair,multi_color,,leisure,,middle,,,,,,,,,,,,,happy
2008_010848,normal,natural,uniform,natural,sharp,fuzzy,middle,side/front/bottom,single,full,diffuse,vacant,,no,blue,similar,natural,,,,outside,day,clear,,soft,fuzzy,has_feathers,multi_color,sitting,,,middle,,,wild,,,,,,,,,,
2008_010853,normal,artificial,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,busy,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,laying,leisure,,middle,,,,,,,,,,,,,
2008_010863,normal,natural,uniform,artificial,sharp,fuzzy,middle,side/front,single,full,diffuse,vacant,grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,walking,leisure,,middle,,,,,,,,,,,,,
2008_010911,normal,natural,uniform,artificial,sharp,sharp,detail,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,soda,,,,,,,,
2008_010919,normal,natural,shadows,natural,sharp,sharp,detail,side,single,partial,diffuse,vacant,grass,no,blue/cloudy,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,standing,,,middle,,,,,,,,,,,,,
2008_010943,normal,natural,uniform,artificial,sharp,sharp,detail,side,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,fuzzy,has_fur,single_color,laying,leisure,,middle,,,,,,,,,,,,,
2008_010992,normal,natural,uniform,artificial,sharp,sharp,close,front,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,,has_hair,multi_color,,leisure,,child,,,,,,,,,,,,,happy
2008_011028,normal,natural,shadows,natural,sharp,sharp,middle,side/front,single,full,diffuse,vacant,bushes/grass,no,,different,natural,,wilderness,,outside,day,clear,has_legs,soft,,has_hair,multi_color,standing,sport/leisure,,middle,,,,,,,,,,,,,happy
2008_011040,normal,natural,uniform,natural,sharp,sharp,middle,side,single,full,diffuse,vacant,trees,yes,,different,water,,wilderness,,outside,day,clear,,hard,smooth,,multi_color,sailing,,contemporary,,,,,cruise,,,,,,,,,
2008_011070,normal,natural,uniform,,sharp,sharp,close,side/front,single,partial,diffuse,vacant,,no,,different,,,,,outside,day,clear,,soft,fuzzy,has_fur,multi_color,,leisure,,middle,,,,,,,,,,,,,
2008_011076,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,partial,diffuse,busy,buildings/grass,no,,different,,rural/single_building,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,playing/sitting,leisure,,child,,,,,,,,,,,,,happy
2008_011078,normal,natural,uniform,artificial,sharp,sharp,close,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,fuzzy,has_fur,multi_color,standing/playing,leisure,,middle,,,,,,,,,,,,,
2008_011135,normal,natural,uniform,natural,sharp,sharp,middle,side,single,full,diffuse,vacant,trees,yes,,different,water,,,,outside,day,clear,,hard,smooth,,multi_color,sailing,,contemporary,,,,,cruise,,,,,,,,,
2008_011150,normal,natural,uniform,artificial,sharp,sharp,far,side,single,full,diffuse,vacant,bushes,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,,,sports,,,,
2008_011170,normal,natural,uniform,natural,sharp,sharp,close,front,single,full,diffuse,vacant,,no,,different,natural,,,,outside,day,clear,has_legs,soft,,,multi_color,playing/sitting,leisure,,young,,,,,,,,,,,,,neutral
2008_011231,normal,natural,uniform,natural,sharp,sharp,middle,side/back,single,full,diffuse,vacant,trees/grass,no,,different,,,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,riding,leisure,,young,,,,,,,,,,,,,
2008_011249,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,,,multi_color,standing,,,middle,,,,,,,,,,,,,happy
2008_011260,normal,natural,uniform,natural,sharp,sharp,close,side,single,full,diffuse,vacant,,yes,blue/cloudy,different,water,,,,outside,day,clear,,hard,smooth,,multi_color,sailing,,contemporary,,,,,transport,,,,,,,,,
2008_011283,normal,natural,uniform,artificial,sharp,sharp,close,side/back,single,partial,diffuse,vacant,,no,,different,,,,,outside,day,clear,,soft,,has_hair,multi_color,sitting,work,,old,,,,,,,,,,,,,
2008_011308,normal,artificial,uniform,artificial,sharp,sharp,close,side/front,single,partial,diffuse,vacant,,no,,different,,,,,inside,,,has_legs,soft,,has_hair,multi_color,laying,,,middle,,,,,,,,,,,,,fearful
2008_011379,normal,artificial,uniform,artificial,sharp,sharp,close,front/top,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,standing,,,middle,,,,,,,,,,,,,
2008_011433,normal,natural,uniform,artificial,sharp,sharp,detail,side/front/top,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,standing,,,middle,,,,,,,,,,,,,
2008_011439,normal,artificial,uniform,artificial,sharp,sharp,middle,side/front,multiple,full,point,vacant,,no,,similar,,,,,inside,night,,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,table,,,,,
2008_011478,normal,artificial,uniform,artificial,sharp,sharp,close,side,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,fuzzy,has_fur,multi_color,laying,,,middle,,,,,,,,,,,,,
2008_011491,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,full,diffuse,vacant,grass,no,,different,,,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,laying,leisure,,young,,,,,,,,,,,,,happy
2008_011504,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,full,diffuse,vacant,trees/bushes,no,,different,natural,,forest,,outside,day,clear,has_legs,soft,,has_hair,multi_color,standing,leisure,,middle,,,,,,,,,,,,,neutral
2008_011513,normal,artificial,shadows,artificial,sharp,sharp,middle,side/back,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,laying,leisure,,middle,,,,,,,,,,,,,
2008_011514,normal,natural,uniform,natural,sharp,sharp,middle,side/back,single,full,diffuse,vacant,grass,no,,different,,,fields,,outside,day,clear,has_wings,soft,smooth,has_feathers,single_color,flying,,,middle,,,sea,,,,,,,,,,
2008_011531,normal,natural,shadows,artificial,sharp,sharp,middle,top,single,full,diffuse,vacant,,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,city,,,,,,,,,,,
2008_011546,normal,natural,uniform,natural,sharp,sharp,close,side,single,full,diffuse,vacant,,no,blue,different,,,,,outside,evening,clear,has_wings,hard,smooth,,multi_color,flying,,contemporary,,passenger,,,,,,,,,,,,
2008_011547,normal,artificial,uniform,natural,sharp,sharp,middle,front,single,full,point,vacant,,no,,different,natural,,,,outside,night,clear,has_legs,soft,,has_hair,multi_color,walking,sport/leisure,,young,,,,,,,,,,,,,
2008_011580,normal,natural,uniform,natural,sharp,sharp,middle,side,single,full,diffuse,vacant,bushes,yes,,different,natural,,,,outside,day,clear,,hard,smooth,,multi_color,anchored,,contemporary,,,,,transport,,,,,,,,,
2008_011629,normal,artificial,uniform,artificial,sharp,sharp,close,side/back,single,partial,diffuse,vacant,,no,,different,,,,,inside,,,,soft,,has_hair,multi_color,,,,middle,,,,,,,,,,,,,
2008_011640,normal,artificial,uniform,artificial,sharp,sharp,close,side/front,single,full,point,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,sitting,,,middle,,,,,,,,,,,,,
2008_011682,normal,natural,uniform,natural,sharp,sharp,middle,side/front,single,full,diffuse,vacant,trees/bushes/grass,no,gray,different,natural,,fields,,outside,evening,clear,has_legs,soft,smooth,has_hair,single_color,standing,,,middle,,,,,,,,,,,,,
2008_011688,normal,natural,uniform,artificial,sharp,sharp,close,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,tv/flat,
2008_011715,normal,natural,uniform,artificial,sharp,sharp,close,side/front,single,full,diffuse,vacant,bushes,no,,different,,,,,outside,day,clear,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,table,,,,,
2008_011821,normal,artificial,uniform,artificial,sharp,sharp,detail,side/front,single,partial,diffuse,vacant,,no,,different,,,,,inside,,,,soft,,has_hair,multi_color,sitting,,,middle,,,,,,,,,,,,,happy
2008_011874,underexposed,natural,uniform,artificial,sharp,sharp,middle,side/front,single,partial,diffuse,vacant,,no,,different,,,,,inside,evening,,has_legs,soft,,has_hair,multi_color,standing,,,middle,,,,,,,,,,,,,angry
2008_011885,normal,natural,shadows,artificial,sharp,sharp,detail,side,single,partial,diffuse,vacant,trees,no,gray,different,,,,,inside,day,clear,,soft,fuzzy,has_fur,multi_color,sitting,leisure,,middle,,,,,,,,,,,,,
2008_011895,normal,artificial,uniform,artificial,sharp,fuzzy,detail,side/front,single,partial,diffuse,vacant,,no,,similar,,,,,inside,,,,soft,fuzzy,has_fur,multi_color,,leisure,,middle,,,,,,,,,,,,,
2008_011971,normal,natural,uniform,natural,sharp,fuzzy,middle,side,single,full,diffuse,vacant,buildings/trees,no,gray,different,,rural,,,outside,day,fog_dust,has_wings,hard,smooth,,multi_color,flying,,contemporary,,passenger,,,,,,,,,,,,
2008_011992,normal,natural,uniform,natural,sharp,sharp,close,side/front,multiple,partial,diffuse,vacant,,no,,different,,,,,outside,day,clear,,soft,,has_hair,multi_color,standing/playing,leisure,,young,,,,,,,,,,,,,disgusted
2008_012043,normal,natural,uniform,natural,sharp,sharp,detail,side,single,full,diffuse,vacant,,yes,,different,water,,,,outside,day,clear,,soft,fuzzy,has_feathers,multi_color,sailing,,,middle,,,wild,,,,,,,,,,
2008_012152,normal,natural,uniform,natural,sharp,sharp,middle,side/front,single,full,diffuse,vacant,,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,sitting,,,middle,,,,,,,,,,,,,
2008_012205,normal,natural,uniform,artificial,fuzzy,sharp,close,side,single,full,diffuse,vacant,buildings,no,gray,different,road,rural,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,school,,,,,,,
2008_012212,normal,natural,uniform,natural,sharp,sharp,close,side,single,full,diffuse,vacant,grass,no,,different,natural,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,historical,,,,,,,,sports,,,,,,
2008_012240,normal,natural,uniform,artificial,sharp,sharp,close,front,single,full,diffuse,vacant,buildings,no,,different,road,rural/single_building,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,,,travel,,,,
2008_012241,underexposed,natural,uniform,artificial,sharp,sharp,middle,back,single,full,diffuse,busy,,no,,different,road,,,,outside,day,clear,has_legs,soft,,,multi_color,walking,,,middle,,,,,,,,,,,,,
2008_012269,normal,artificial,uniform,artificial,sharp,sharp,close,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,city,,,,,,,,,,,
2008_012273,normal,natural,uniform,artificial,sharp,sharp,detail,top,single,full,diffuse,vacant,,no,,different,,,,,,day,,,,smooth/fuzzy,,multi_color,standing,,contemporary,,,,,,,,,,,decorative,,,
2008_012358,normal,natural,uniform,artificial,sharp,sharp,close,side,single,full,diffuse,vacant,buildings/grass,no,,different,,urban,,,outside,day,clear,has_wheels/has_wings,hard,smooth,,multi_color,landing_taking_off,,contemporary,,passenger,,,,,,,,,,,,
2008_012379,normal,natural,shadows,artificial,sharp,sharp,detail,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,decorative,,,
2008_012429,normal,natural,uniform,,sharp,fuzzy,detail,side,single,full,diffuse,vacant,,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_feathers,multi_color,sitting,,,middle,,,wild,,,,,,,,,,
2008_012464,normal,natural,uniform,artificial,sharp,sharp,close,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,tv,
2008_012467,normal,artificial,uniform,artificial,sharp,sharp,detail,front,single,full,point,vacant,,no,,different,,,,,inside,evening,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,chemical,,,,,,,,
2008_012492,normal,natural,uniform,natural,sharp,sharp,very_far,side,single,full,diffuse,vacant,trees,yes,,different,water,,,,outside,day,clear,,hard,smooth,,multi_color,sailing,,contemporary,,,,,cruise,,,,,,,,,
2008_012495,underexposed,natural,uniform,artificial,sharp,sharp,middle,side,single,full,diffuse,vacant,,no,,different,,,,,inside,evening,,has_legs,soft,,has_hair,multi_color,walking,,,middle,,,,,,,,,,,,,neutral
2008_012504,normal,natural,uniform,natural,sharp,sharp,close,side,single,full,diffuse,vacant,grass,yes,,different,water,,fields,,outside,day,clear,,hard,smooth,,multi_color,anchored,,old,,,,,transport,,,,,,,,,
2008_012521,normal,natural,uniform,artificial,sharp,sharp,middle,side,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,table,,,,,
2008_012536,normal,natural,shadows,natural,sharp,sharp,middle,side/back,single,full,diffuse,vacant,grass,no,,different,natural,,fields,,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,walking,,,middle,,,,,,,,,,,,,
2008_012588,normal,natural,uniform,natural,sharp,sharp,detail,side/back,single,partial,diffuse,vacant,trees,yes,blue,different,,,wilderness,,outside,day,clear,,soft,,has_hair,multi_color,,leisure,,middle,,,,,,,,,,,,,
2008_012623,normal,artificial,uniform,artificial,sharp,sharp,close,back/top,single,full,point,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,laying,leisure,,middle,,,,,,,,,,,,,
2008_012680,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,full,point,vacant,,no,,different,,,,,inside,,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,tv,
2008_012681,normal,natural,shadows,natural,sharp,sharp,close,front/top,single,full,diffuse,vacant,grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,walking,,,middle,,,,,,,,,,,,,
2008_012775,normal,artificial,uniform,artificial,sharp,sharp,detail,front,single,full,point,vacant,,no,,different,,,,,inside,,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,liquor,,,,,,,,
2008_012778,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,full,diffuse,vacant,grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,standing,,,young,,,,,,,,,,,,,
2008_012835,normal,natural,shadows,natural,sharp,fuzzy,close,side/front,single,full,diffuse,busy,trees,no,,different,,,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,jumping,sport,,middle,,,,,,,,,,,,,
2008_012859,normal,artificial,uniform,artificial,sharp,sharp,close,side/front/top,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,laying,,,middle,,,,,,,,,,,,,
2008_012864,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,soda,,,,,,,,
2008_012900,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,partial,diffuse,vacant,,no,gray,different,train_tracks,,,,outside,day,clear,,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,diesel,,
2008_012904,normal,natural,uniform,artificial,sharp,sharp,close,side/front/top,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,fuzzy,has_fur,single_color,laying,leisure,,young,,,,,,,,,,,,,
2008_012929,normal,natural,shadows,artificial,sharp,sharp,middle,front,single,full,diffuse,busy,,no,,different,,,,,inside,day,,,soft,,,multi_color,standing,,contemporary,,,,,,,,,,,,,,
2008_012936,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,partial,diffuse,vacant,bushes,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,standing,,,middle,,,,,,,,,,,,,
2008_012942,normal,artificial,uniform,artificial,sharp,sharp,detail,front/top,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,,has_hair,multi_color,,leisure,,middle,,,,,,,,,,,,,neutral
2008_012958,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,partial,diffuse,vacant,,no,,different,,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,sitting,leisure,,middle,,,,,,,,,,,,,
2008_013003,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,single_color,,,contemporary,,,,,,,,,,,,,tv/flat,
2008_013026,normal,artificial,uniform,artificial,sharp,sharp,detail,front,single,partial,point,vacant,,no,,different,,,,,inside,,,,hard,smooth,,multi_color,,,contemporary,,,,,,,,,,,,,computer/flat,
2008_013034,normal,natural,uniform,natural,sharp,sharp,close,side,single,full,diffuse,busy,,no,,different,natural,,beach,,outside,day,clear,,hard,smooth,,multi_color,standing,,contemporary,,,,,transport,,,,,,,,,
2008_013076,normal,natural,uniform,artificial,sharp,sharp,middle,back,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,,has_hair,multi_color,standing,,,middle,,,,,,,,,,,,,
2008_013105,normal,natural,uniform,natural,sharp,sharp,close,side/back,single,full,diffuse,vacant,trees/bushes/grass,no,blue/cloudy,different,train_tracks,,wilderness,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,old,,,,,,,,,,,,diesel,,
2008_013108,normal,natural,uniform,artificial,sharp,sharp,close,side,multiple,full,diffuse,vacant,buildings/trees,no,,different,road,rural/single_building,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,standing,work,,middle,,,,,,,,,,,,,neutral
2008_013110,normal,natural,uniform,natural,sharp,sharp,close,side,multiple,full,diffuse,vacant,grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,smooth,has_feathers,multi_color/spotted,standing,,,middle,,,wild,,,,,,,,,,
2008_013135,underexposed,natural,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,different,,,,,inside,evening,,,,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,decorative,,,
2008_013141,normal,natural,uniform,artificial,sharp,sharp,close,side/back,single,partial,diffuse,vacant,,no,,different,road,,,,outside,day,clear,,hard,smooth,,multi_color,standing,,old,,,,,,,,sedan,,,,,,
2008_013155,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,full,diffuse,vacant,trees/bushes/grass,no,,different,natural,,fields,,outside,day,clear,has_wings,hard,smooth,,multi_color,standing,,old,,personal,,,,,,,,,,,,
